Matrix size (N),Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
2368,,,,,,,,,,
2369,,,,,,,,,,
2370,,,,,,,,,,
2371,,,,,,,,,,
2372,,,,,,,,,,
2373,,,,,,,,,,
2374,,,,,,,,,,
2375,,,,,,,,,,
2376,,,,,,,,,,
2377,,,,,,,,,,
2378,,,,,,,,,,
2379,,,,,,,,,,
2380,,,,,,,,,,
2381,,,,,,,,,,
2382,,,,,,,,,,
2383,,,,,,,,,,
2384,,,,,,,,,,
2385,,,,,,,,,,
2386,,,,,,,,,,
2387,,,,,,,,,,
2388,,,,,,,,,,
2389,,,,,,,,,,
2390,,,,,,,,,,
2391,,,,,,,,,,
2392,,,,,,,,,,
2393,,,,,,,,,,
2394,,,,,,,,,,
2395,,,,,,,,,,
2396,,,,,,,,,,
2397,,,,,,,,,,
2398,,,,,,,,,,
2399,,,,,,,,,,
2400,,,,,,,,,,
2401,,,,,,,,,,
2402,,,,,,,,,,
2403,,,,,,,,,,
2404,,,,,,,,,,
2405,,,,,,,,,,
2406,,,,,,,,,,
2407,,,,,,,,,,
2408,,,,,,,,,,
2409,,,,,,,,,,
2410,,,,,,,,,,
2411,,,,,,,,,,
2412,,,,,,,,,,
2413,,,,,,,,,,
2414,,,,,,,,,,
2415,,,,,,,,,,
2416,,,,,,,,,,
2417,,,,,,,,,,
2418,,,,,,,,,,
2419,,,,,,,,,,
2420,,,,,,,,,,
2421,,,,,,,,,,
2422,,,,,,,,,,
2423,,,,,,,,,,
2424,,,,,,,,,,
2425,,,,,,,,,,
2426,,,,,,,,,,
2427,,,,,,,,,,
2428,,,,,,,,,,
2429,,,,,,,,,,
2430,,,,,,,,,,
2431,,,,,,,,,,
2432,,,,,,,,,,
2433,,,,,,,,,,
2434,,,,,,,,,,
2435,,,,,,,,,,
2436,,,,,,,,,,
2437,,,,,,,,,,
2438,,,,,,,,,,
2439,,,,,,,,,,
2440,,,,,,,,,,
2441,,,,,,,,,,
2442,,,,,,,,,,
2443,,,,,,,,,,
2444,,,,,,,,,,
2445,,,,,,,,,,
2446,,,,,,,,,,
2447,,,,,,,,,,
2448,,,,,,,,,,
2449,,,,,,,,,,
2450,,,,,,,,,,
2451,,,,,,,,,,
2452,,,,,,,,,,
2453,,,,,,,,,,
2454,,,,,,,,,,
2455,,,,,,,,,,
2456,,,,,,,,,,
2457,,,,,,,,,,
2458,,,,,,,,,,
2459,,,,,,,,,,
2460,,,,,,,,,,
2461,,,,,,,,,,
2462,,,,,,,,,,
2463,,,,,,,,,,
2464,,,,,,,,,,
2465,,,,,,,,,,
2466,,,,,,,,,,
2467,,,,,,,,,,
2468,,,,,,,,,,
2469,,,,,,,,,,
2470,,,,,,,,,,
2471,,,,,,,,,,
2472,,,,,,,,,,
2473,,,,,,,,,,
2474,,,,,,,,,,
2475,,,,,,,,,,
2476,,,,,,,,,,
2477,,,,,,,,,,
2478,,,,,,,,,,
2479,,,,,,,,,,
2480,,,,,,,,,,
2481,,,,,,,,,,
2482,,,,,,,,,,
2483,,,,,,,,,,
2484,,,,,,,,,,
2485,,,,,,,,,,
2486,,,,,,,,,,
2487,,,,,,,,,,
2488,,,,,,,,,,
2489,,,,,,,,,,
2490,,,,,,,,,,
2491,,,,,,,,,,
2492,,,,,,,,,,
2493,,,,,,,,,,
2494,,,,,,,,,,
2495,,,,,,,,,,
2496,,,,,,,,,,
2497,,,,,,,,,,
2498,,,,,,,,,,
2499,,,,,,,,,,
2500,-11.412312223263333,-11.164901481874468,-11.025727647628274,-10.944463073251885,-10.892421630817093,-10.85659524965167,-10.830559455727649,-10.81085073721298,-10.795425221485617,-10.78304970426289
2501,,,,,,,,,,
2502,,,,,,,,,,
2503,,,,,,,,,,
2504,,,,,,,,,,
2505,,,,,,,,,,
2506,,,,,,,,,,
2507,,,,,,,,,,
2508,,,,,,,,,,
2509,,,,,,,,,,
2510,,,,,,,,,,
2511,,,,,,,,,,
2512,,,,,,,,,,
2513,,,,,,,,,,
2514,,,,,,,,,,
2515,,,,,,,,,,
2516,,,,,,,,,,
2517,,,,,,,,,,
2518,,,,,,,,,,
2519,,,,,,,,,,
2520,,,,,,,,,,
2521,,,,,,,,,,
2522,,,,,,,,,,
2523,,,,,,,,,,
2524,,,,,,,,,,
2525,,,,,,,,,,
2526,,,,,,,,,,
2527,,,,,,,,,,
2528,,,,,,,,,,
2529,,,,,,,,,,
2530,,,,,,,,,,
2531,,,,,,,,,,
2532,,,,,,,,,,
2533,,,,,,,,,,
2534,,,,,,,,,,
2535,,,,,,,,,,
2536,,,,,,,,,,
2537,,,,,,,,,,
2538,,,,,,,,,,
2539,,,,,,,,,,
2540,,,,,,,,,,
2541,,,,,,,,,,
2542,,,,,,,,,,
2543,,,,,,,,,,
2544,,,,,,,,,,
2545,,,,,,,,,,
2546,,,,,,,,,,
2547,,,,,,,,,,
2548,,,,,,,,,,
2549,,,,,,,,,,
2550,,,,,,,,,,
2551,,,,,,,,,,
2552,,,,,,,,,,
2553,,,,,,,,,,
2554,,,,,,,,,,
2555,,,,,,,,,,
2556,,,,,,,,,,
2557,,,,,,,,,,
2558,,,,,,,,,,
2559,,,,,,,,,,
2560,,,,,,,,,,
2561,,,,,,,,,,
2562,,,,,,,,,,
2563,,,,,,,,,,
2564,,,,,,,,,,
2565,,,,,,,,,,
2566,,,,,,,,,,
2567,,,,,,,,,,
2568,,,,,,,,,,
2569,,,,,,,,,,
2570,,,,,,,,,,
2571,,,,,,,,,,
2572,,,,,,,,,,
2573,,,,,,,,,,
2574,,,,,,,,,,
2575,,,,,,,,,,
2576,,,,,,,,,,
2577,,,,,,,,,,
2578,,,,,,,,,,
2579,,,,,,,,,,
2580,,,,,,,,,,
2581,,,,,,,,,,
2582,,,,,,,,,,
2583,,,,,,,,,,
2584,,,,,,,,,,
2585,,,,,,,,,,
2586,,,,,,,,,,
2587,,,,,,,,,,
2588,,,,,,,,,,
2589,,,,,,,,,,
2590,,,,,,,,,,
2591,,,,,,,,,,
2592,,,,,,,,,,
2593,,,,,,,,,,
2594,,,,,,,,,,
2595,,,,,,,,,,
2596,,,,,,,,,,
2597,,,,,,,,,,
2598,,,,,,,,,,
2599,,,,,,,,,,
2600,,,,,,,,,,
2601,,,,,,,,,,
2602,,,,,,,,,,
2603,,,,,,,,,,
2604,,,,,,,,,,
2605,,,,,,,,,,
2606,,,,,,,,,,
2607,,,,,,,,,,
2608,,,,,,,,,,
2609,,,,,,,,,,
2610,,,,,,,,,,
2611,,,,,,,,,,
2612,,,,,,,,,,
2613,,,,,,,,,,
2614,,,,,,,,,,
2615,,,,,,,,,,
2616,,,,,,,,,,
2617,,,,,,,,,,
2618,,,,,,,,,,
2619,,,,,,,,,,
2620,,,,,,,,,,
2621,,,,,,,,,,
2622,,,,,,,,,,
2623,,,,,,,,,,
2624,,,,,,,,,,
2625,,,,,,,,,,
2626,,,,,,,,,,
2627,,,,,,,,,,
2628,,,,,,,,,,
2629,,,,,,,,,,
2630,,,,,,,,,,
2631,,,,,,,,,,
2632,,,,,,,,,,
2633,,,,,,,,,,
2634,,,,,,,,,,
2635,,,,,,,,,,
2636,,,,,,,,,,
2637,,,,,,,,,,
2638,,,,,,,,,,
2639,,,,,,,,,,
2640,,,,,,,,,,
2641,,,,,,,,,,
2642,,,,,,,,,,
2643,,,,,,,,,,
2644,,,,,,,,,,
2645,,,,,,,,,,
2646,,,,,,,,,,
2647,,,,,,,,,,
2648,,,,,,,,,,
2649,,,,,,,,,,
2650,,,,,,,,,,
2651,,,,,,,,,,
2652,,,,,,,,,,
2653,,,,,,,,,,
2654,,,,,,,,,,
2655,,,,,,,,,,
2656,,,,,,,,,,
2657,,,,,,,,,,
2658,,,,,,,,,,
2659,,,,,,,,,,
2660,,,,,,,,,,
2661,,,,,,,,,,
2662,,,,,,,,,,
2663,,,,,,,,,,
2664,,,,,,,,,,
2665,,,,,,,,,,
2666,,,,,,,,,,
2667,,,,,,,,,,
2668,,,,,,,,,,
2669,,,,,,,,,,
2670,,,,,,,,,,
2671,,,,,,,,,,
2672,,,,,,,,,,
2673,,,,,,,,,,
2674,,,,,,,,,,
2675,,,,,,,,,,
2676,,,,,,,,,,
2677,,,,,,,,,,
2678,,,,,,,,,,
2679,,,,,,,,,,
2680,,,,,,,,,,
2681,,,,,,,,,,
2682,,,,,,,,,,
2683,,,,,,,,,,
2684,,,,,,,,,,
2685,,,,,,,,,,
2686,,,,,,,,,,
2687,,,,,,,,,,
2688,,,,,,,,,,
2689,,,,,,,,,,
2690,,,,,,,,,,
2691,,,,,,,,,,
2692,,,,,,,,,,
2693,,,,,,,,,,
2694,,,,,,,,,,
2695,,,,,,,,,,
2696,,,,,,,,,,
2697,,,,,,,,,,
2698,,,,,,,,,,
2699,,,,,,,,,,
2700,,,,,,,,,,
2701,,,,,,,,,,
2702,,,,,,,,,,
2703,,,,,,,,,,
2704,,,,,,,,,,
2705,,,,,,,,,,
2706,,,,,,,,,,
2707,,,,,,,,,,
2708,,,,,,,,,,
2709,,,,,,,,,,
2710,,,,,,,,,,
2711,,,,,,,,,,
2712,,,,,,,,,,
2713,,,,,,,,,,
2714,,,,,,,,,,
2715,,,,,,,,,,
2716,,,,,,,,,,
2717,,,,,,,,,,
2718,,,,,,,,,,
2719,,,,,,,,,,
2720,,,,,,,,,,
2721,,,,,,,,,,
2722,,,,,,,,,,
2723,,,,,,,,,,
2724,,,,,,,,,,
2725,,,,,,,,,,
2726,,,,,,,,,,
2727,,,,,,,,,,
2728,,,,,,,,,,
2729,,,,,,,,,,
2730,,,,,,,,,,
2731,,,,,,,,,,
2732,,,,,,,,,,
2733,,,,,,,,,,
2734,,,,,,,,,,
2735,,,,,,,,,,
2736,,,,,,,,,,
2737,,,,,,,,,,
2738,,,,,,,,,,
2739,,,,,,,,,,
2740,,,,,,,,,,
2741,,,,,,,,,,
2742,,,,,,,,,,
2743,,,,,,,,,,
2744,,,,,,,,,,
2745,,,,,,,,,,
2746,,,,,,,,,,
2747,,,,,,,,,,
2748,,,,,,,,,,
2749,,,,,,,,,,
2750,,,,,,,,,,
2751,,,,,,,,,,
2752,,,,,,,,,,
2753,,,,,,,,,,
2754,,,,,,,,,,
2755,,,,,,,,,,
2756,,,,,,,,,,
2757,,,,,,,,,,
2758,,,,,,,,,,
2759,,,,,,,,,,
2760,,,,,,,,,,
2761,,,,,,,,,,
2762,,,,,,,,,,
2763,,,,,,,,,,
2764,,,,,,,,,,
2765,,,,,,,,,,
2766,,,,,,,,,,
2767,,,,,,,,,,
2768,,,,,,,,,,
2769,,,,,,,,,,
2770,,,,,,,,,,
2771,,,,,,,,,,
2772,,,,,,,,,,
2773,,,,,,,,,,
2774,,,,,,,,,,
2775,,,,,,,,,,
2776,,,,,,,,,,
2777,,,,,,,,,,
2778,,,,,,,,,,
2779,,,,,,,,,,
2780,,,,,,,,,,
2781,,,,,,,,,,
2782,,,,,,,,,,
2783,,,,,,,,,,
2784,,,,,,,,,,
2785,,,,,,,,,,
2786,,,,,,,,,,
2787,,,,,,,,,,
2788,,,,,,,,,,
2789,,,,,,,,,,
2790,,,,,,,,,,
2791,,,,,,,,,,
2792,,,,,,,,,,
2793,,,,,,,,,,
2794,,,,,,,,,,
2795,,,,,,,,,,
2796,,,,,,,,,,
2797,,,,,,,,,,
2798,,,,,,,,,,
2799,,,,,,,,,,
2800,,,,,,,,,,
2801,,,,,,,,,,
2802,,,,,,,,,,
2803,,,,,,,,,,
2804,,,,,,,,,,
2805,,,,,,,,,,
2806,,,,,,,,,,
2807,,,,,,,,,,
2808,,,,,,,,,,
2809,,,,,,,,,,
2810,,,,,,,,,,
2811,,,,,,,,,,
2812,,,,,,,,,,
2813,,,,,,,,,,
2814,,,,,,,,,,
2815,,,,,,,,,,
2816,,,,,,,,,,
2817,,,,,,,,,,
2818,,,,,,,,,,
2819,,,,,,,,,,
2820,,,,,,,,,,
2821,,,,,,,,,,
2822,,,,,,,,,,
2823,,,,,,,,,,
2824,,,,,,,,,,
2825,,,,,,,,,,
2826,,,,,,,,,,
2827,,,,,,,,,,
2828,,,,,,,,,,
2829,,,,,,,,,,
2830,,,,,,,,,,
2831,,,,,,,,,,
2832,,,,,,,,,,
2833,,,,,,,,,,
2834,,,,,,,,,,
2835,,,,,,,,,,
2836,,,,,,,,,,
2837,,,,,,,,,,
2838,,,,,,,,,,
2839,,,,,,,,,,
2840,,,,,,,,,,
2841,,,,,,,,,,
2842,,,,,,,,,,
2843,,,,,,,,,,
2844,,,,,,,,,,
2845,,,,,,,,,,
2846,,,,,,,,,,
2847,,,,,,,,,,
2848,,,,,,,,,,
2849,,,,,,,,,,
2850,,,,,,,,,,
2851,,,,,,,,,,
2852,,,,,,,,,,
2853,,,,,,,,,,
2854,,,,,,,,,,
2855,,,,,,,,,,
2856,,,,,,,,,,
2857,,,,,,,,,,
2858,,,,,,,,,,
2859,,,,,,,,,,
2860,,,,,,,,,,
2861,,,,,,,,,,
2862,,,,,,,,,,
2863,,,,,,,,,,
2864,,,,,,,,,,
2865,,,,,,,,,,
2866,,,,,,,,,,
2867,,,,,,,,,,
2868,,,,,,,,,,
2869,,,,,,,,,,
2870,,,,,,,,,,
2871,,,,,,,,,,
2872,,,,,,,,,,
2873,,,,,,,,,,
2874,,,,,,,,,,
2875,,,,,,,,,,
2876,,,,,,,,,,
2877,,,,,,,,,,
2878,,,,,,,,,,
2879,,,,,,,,,,
2880,,,,,,,,,,
2881,,,,,,,,,,
2882,,,,,,,,,,
2883,,,,,,,,,,
2884,,,,,,,,,,
2885,,,,,,,,,,
2886,,,,,,,,,,
2887,,,,,,,,,,
2888,,,,,,,,,,
2889,,,,,,,,,,
2890,,,,,,,,,,
2891,,,,,,,,,,
2892,,,,,,,,,,
2893,,,,,,,,,,
2894,,,,,,,,,,
2895,,,,,,,,,,
2896,,,,,,,,,,
2897,,,,,,,,,,
2898,,,,,,,,,,
2899,,,,,,,,,,
2900,,,,,,,,,,
2901,,,,,,,,,,
2902,,,,,,,,,,
2903,,,,,,,,,,
2904,,,,,,,,,,
2905,,,,,,,,,,
2906,,,,,,,,,,
2907,,,,,,,,,,
2908,,,,,,,,,,
2909,,,,,,,,,,
2910,,,,,,,,,,
2911,,,,,,,,,,
2912,,,,,,,,,,
2913,,,,,,,,,,
2914,,,,,,,,,,
2915,,,,,,,,,,
2916,,,,,,,,,,
2917,,,,,,,,,,
2918,,,,,,,,,,
2919,,,,,,,,,,
2920,,,,,,,,,,
2921,,,,,,,,,,
2922,,,,,,,,,,
2923,,,,,,,,,,
2924,,,,,,,,,,
2925,,,,,,,,,,
2926,,,,,,,,,,
2927,,,,,,,,,,
2928,,,,,,,,,,
2929,,,,,,,,,,
2930,,,,,,,,,,
2931,,,,,,,,,,
2932,,,,,,,,,,
2933,,,,,,,,,,
2934,,,,,,,,,,
2935,,,,,,,,,,
2936,,,,,,,,,,
2937,,,,,,,,,,
2938,,,,,,,,,,
2939,,,,,,,,,,
2940,,,,,,,,,,
2941,,,,,,,,,,
2942,,,,,,,,,,
2943,,,,,,,,,,
2944,,,,,,,,,,
2945,,,,,,,,,,
2946,,,,,,,,,,
2947,,,,,,,,,,
2948,,,,,,,,,,
2949,,,,,,,,,,
2950,,,,,,,,,,
2951,,,,,,,,,,
2952,,,,,,,,,,
2953,,,,,,,,,,
2954,,,,,,,,,,
2955,,,,,,,,,,
2956,,,,,,,,,,
2957,,,,,,,,,,
2958,,,,,,,,,,
2959,,,,,,,,,,
2960,,,,,,,,,,
2961,,,,,,,,,,
2962,,,,,,,,,,
2963,,,,,,,,,,
2964,,,,,,,,,,
2965,,,,,,,,,,
2966,,,,,,,,,,
2967,,,,,,,,,,
2968,,,,,,,,,,
2969,,,,,,,,,,
2970,,,,,,,,,,
2971,,,,,,,,,,
2972,,,,,,,,,,
2973,,,,,,,,,,
2974,,,,,,,,,,
2975,,,,,,,,,,
2976,,,,,,,,,,
2977,,,,,,,,,,
2978,,,,,,,,,,
2979,,,,,,,,,,
2980,,,,,,,,,,
2981,,,,,,,,,,
2982,,,,,,,,,,
2983,,,,,,,,,,
2984,,,,,,,,,,
2985,,,,,,,,,,
2986,,,,,,,,,,
2987,,,,,,,,,,
2988,,,,,,,,,,
2989,,,,,,,,,,
2990,,,,,,,,,,
2991,,,,,,,,,,
2992,,,,,,,,,,
2993,,,,,,,,,,
2994,,,,,,,,,,
2995,,,,,,,,,,
2996,,,,,,,,,,
2997,,,,,,,,,,
2998,,,,,,,,,,
2999,,,,,,,,,,
3000,-11.654864616215393,-11.407468291463367,-11.268294175691443,-11.187037129397797,-11.134987313424853,-11.099166089811083,-11.07312534645276,-11.053427133715452,-11.037997526253816,-11.025624419399247
3001,,,,,,,,,,
3002,,,,,,,,,,
3003,,,,,,,,,,
3004,,,,,,,,,,
3005,,,,,,,,,,
3006,,,,,,,,,,
3007,,,,,,,,,,
3008,,,,,,,,,,
3009,,,,,,,,,,
3010,,,,,,,,,,
3011,,,,,,,,,,
3012,,,,,,,,,,
3013,,,,,,,,,,
3014,,,,,,,,,,
3015,,,,,,,,,,
3016,,,,,,,,,,
3017,,,,,,,,,,
3018,,,,,,,,,,
3019,,,,,,,,,,
3020,,,,,,,,,,
3021,,,,,,,,,,
3022,,,,,,,,,,
3023,,,,,,,,,,
3024,,,,,,,,,,
3025,,,,,,,,,,
3026,,,,,,,,,,
3027,,,,,,,,,,
3028,,,,,,,,,,
3029,,,,,,,,,,
3030,,,,,,,,,,
3031,,,,,,,,,,
3032,,,,,,,,,,
3033,,,,,,,,,,
3034,,,,,,,,,,
3035,,,,,,,,,,
3036,,,,,,,,,,
3037,,,,,,,,,,
3038,,,,,,,,,,
3039,,,,,,,,,,
3040,,,,,,,,,,
3041,,,,,,,,,,
3042,,,,,,,,,,
3043,,,,,,,,,,
3044,,,,,,,,,,
3045,,,,,,,,,,
3046,,,,,,,,,,
3047,,,,,,,,,,
3048,,,,,,,,,,
3049,,,,,,,,,,
3050,,,,,,,,,,
3051,,,,,,,,,,
3052,,,,,,,,,,
3053,,,,,,,,,,
3054,,,,,,,,,,
3055,,,,,,,,,,
3056,,,,,,,,,,
3057,,,,,,,,,,
3058,,,,,,,,,,
3059,,,,,,,,,,
3060,,,,,,,,,,
3061,,,,,,,,,,
3062,,,,,,,,,,
3063,,,,,,,,,,
3064,,,,,,,,,,
3065,,,,,,,,,,
3066,,,,,,,,,,
3067,,,,,,,,,,
3068,,,,,,,,,,
3069,,,,,,,,,,
3070,,,,,,,,,,
3071,,,,,,,,,,
3072,,,,,,,,,,
3073,,,,,,,,,,
3074,,,,,,,,,,
3075,,,,,,,,,,
3076,,,,,,,,,,
3077,,,,,,,,,,
3078,,,,,,,,,,
3079,,,,,,,,,,
3080,,,,,,,,,,
3081,,,,,,,,,,
3082,,,,,,,,,,
3083,,,,,,,,,,
3084,,,,,,,,,,
3085,,,,,,,,,,
3086,,,,,,,,,,
3087,,,,,,,,,,
3088,,,,,,,,,,
3089,,,,,,,,,,
3090,,,,,,,,,,
3091,,,,,,,,,,
3092,,,,,,,,,,
3093,,,,,,,,,,
3094,,,,,,,,,,
3095,,,,,,,,,,
3096,,,,,,,,,,
3097,,,,,,,,,,
3098,,,,,,,,,,
3099,,,,,,,,,,
3100,,,,,,,,,,
3101,,,,,,,,,,
3102,,,,,,,,,,
3103,,,,,,,,,,
3104,,,,,,,,,,
3105,,,,,,,,,,
3106,,,,,,,,,,
3107,,,,,,,,,,
3108,,,,,,,,,,
3109,,,,,,,,,,
3110,,,,,,,,,,
3111,,,,,,,,,,
3112,,,,,,,,,,
3113,,,,,,,,,,
3114,,,,,,,,,,
3115,,,,,,,,,,
3116,,,,,,,,,,
3117,,,,,,,,,,
3118,,,,,,,,,,
3119,,,,,,,,,,
3120,,,,,,,,,,
3121,,,,,,,,,,
3122,,,,,,,,,,
3123,,,,,,,,,,
3124,,,,,,,,,,
3125,,,,,,,,,,
3126,,,,,,,,,,
3127,,,,,,,,,,
3128,,,,,,,,,,
3129,,,,,,,,,,
3130,,,,,,,,,,
3131,,,,,,,,,,
3132,,,,,,,,,,
3133,,,,,,,,,,
3134,,,,,,,,,,
3135,,,,,,,,,,
3136,,,,,,,,,,
3137,,,,,,,,,,
3138,,,,,,,,,,
3139,,,,,,,,,,
3140,,,,,,,,,,
3141,,,,,,,,,,
3142,,,,,,,,,,
3143,,,,,,,,,,
3144,,,,,,,,,,
3145,,,,,,,,,,
3146,,,,,,,,,,
3147,,,,,,,,,,
3148,,,,,,,,,,
3149,,,,,,,,,,
3150,,,,,,,,,,
3151,,,,,,,,,,
3152,,,,,,,,,,
3153,,,,,,,,,,
3154,,,,,,,,,,
3155,,,,,,,,,,
3156,,,,,,,,,,
3157,,,,,,,,,,
3158,,,,,,,,,,
3159,,,,,,,,,,
3160,,,,,,,,,,
3161,,,,,,,,,,
3162,,,,,,,,,,
3163,,,,,,,,,,
3164,,,,,,,,,,
3165,,,,,,,,,,
3166,,,,,,,,,,
3167,,,,,,,,,,
3168,,,,,,,,,,
3169,,,,,,,,,,
3170,,,,,,,,,,
3171,,,,,,,,,,
3172,,,,,,,,,,
3173,,,,,,,,,,
3174,,,,,,,,,,
3175,,,,,,,,,,
3176,,,,,,,,,,
3177,,,,,,,,,,
3178,,,,,,,,,,
3179,,,,,,,,,,
3180,,,,,,,,,,
3181,,,,,,,,,,
3182,,,,,,,,,,
3183,,,,,,,,,,
3184,,,,,,,,,,
3185,,,,,,,,,,
3186,,,,,,,,,,
3187,,,,,,,,,,
3188,,,,,,,,,,
3189,,,,,,,,,,
3190,,,,,,,,,,
3191,,,,,,,,,,
3192,,,,,,,,,,
3193,,,,,,,,,,
3194,,,,,,,,,,
3195,,,,,,,,,,
3196,,,,,,,,,,
3197,,,,,,,,,,
3198,,,,,,,,,,
3199,,,,,,,,,,
3200,,,,,,,,,,
3201,,,,,,,,,,
3202,,,,,,,,,,
3203,,,,,,,,,,
3204,,,,,,,,,,
3205,,,,,,,,,,
3206,,,,,,,,,,
3207,,,,,,,,,,
3208,,,,,,,,,,
3209,,,,,,,,,,
3210,,,,,,,,,,
3211,,,,,,,,,,
3212,,,,,,,,,,
3213,,,,,,,,,,
3214,,,,,,,,,,
3215,,,,,,,,,,
3216,,,,,,,,,,
3217,,,,,,,,,,
3218,,,,,,,,,,
3219,,,,,,,,,,
3220,,,,,,,,,,
3221,,,,,,,,,,
3222,,,,,,,,,,
3223,,,,,,,,,,
3224,,,,,,,,,,
3225,,,,,,,,,,
3226,,,,,,,,,,
3227,,,,,,,,,,
3228,,,,,,,,,,
3229,,,,,,,,,,
3230,,,,,,,,,,
3231,,,,,,,,,,
3232,,,,,,,,,,
3233,,,,,,,,,,
3234,,,,,,,,,,
3235,,,,,,,,,,
3236,,,,,,,,,,
3237,,,,,,,,,,
3238,,,,,,,,,,
3239,,,,,,,,,,
3240,,,,,,,,,,
3241,,,,,,,,,,
3242,,,,,,,,,,
3243,,,,,,,,,,
3244,,,,,,,,,,
3245,,,,,,,,,,
3246,,,,,,,,,,
3247,,,,,,,,,,
3248,,,,,,,,,,
3249,,,,,,,,,,
3250,,,,,,,,,,
3251,,,,,,,,,,
3252,,,,,,,,,,
3253,,,,,,,,,,
3254,,,,,,,,,,
3255,,,,,,,,,,
3256,,,,,,,,,,
3257,,,,,,,,,,
3258,,,,,,,,,,
3259,,,,,,,,,,
3260,,,,,,,,,,
3261,,,,,,,,,,
3262,,,,,,,,,,
3263,,,,,,,,,,
3264,,,,,,,,,,
3265,,,,,,,,,,
3266,,,,,,,,,,
3267,,,,,,,,,,
3268,,,,,,,,,,
3269,,,,,,,,,,
3270,,,,,,,,,,
3271,,,,,,,,,,
3272,,,,,,,,,,
3273,,,,,,,,,,
3274,,,,,,,,,,
3275,,,,,,,,,,
3276,,,,,,,,,,
3277,,,,,,,,,,
3278,,,,,,,,,,
3279,,,,,,,,,,
3280,,,,,,,,,,
3281,,,,,,,,,,
3282,,,,,,,,,,
3283,,,,,,,,,,
3284,,,,,,,,,,
3285,,,,,,,,,,
3286,,,,,,,,,,
3287,,,,,,,,,,
3288,,,,,,,,,,
3289,,,,,,,,,,
3290,,,,,,,,,,
3291,,,,,,,,,,
3292,,,,,,,,,,
3293,,,,,,,,,,
3294,,,,,,,,,,
3295,,,,,,,,,,
3296,,,,,,,,,,
3297,,,,,,,,,,
3298,,,,,,,,,,
3299,,,,,,,,,,
3300,,,,,,,,,,
3301,,,,,,,,,,
3302,,,,,,,,,,
3303,,,,,,,,,,
3304,,,,,,,,,,
3305,,,,,,,,,,
3306,,,,,,,,,,
3307,,,,,,,,,,
3308,,,,,,,,,,
3309,,,,,,,,,,
3310,,,,,,,,,,
3311,,,,,,,,,,
3312,,,,,,,,,,
3313,,,,,,,,,,
3314,,,,,,,,,,
3315,,,,,,,,,,
3316,,,,,,,,,,
3317,,,,,,,,,,
3318,,,,,,,,,,
3319,,,,,,,,,,
3320,,,,,,,,,,
3321,,,,,,,,,,
3322,,,,,,,,,,
3323,,,,,,,,,,
3324,,,,,,,,,,
3325,,,,,,,,,,
3326,,,,,,,,,,
3327,,,,,,,,,,
3328,,,,,,,,,,
3329,,,,,,,,,,
3330,,,,,,,,,,
3331,,,,,,,,,,
3332,,,,,,,,,,
3333,,,,,,,,,,
3334,,,,,,,,,,
3335,,,,,,,,,,
3336,,,,,,,,,,
3337,,,,,,,,,,
3338,,,,,,,,,,
3339,,,,,,,,,,
3340,,,,,,,,,,
3341,,,,,,,,,,
3342,,,,,,,,,,
3343,,,,,,,,,,
3344,,,,,,,,,,
3345,,,,,,,,,,
3346,,,,,,,,,,
3347,,,,,,,,,,
3348,,,,,,,,,,
3349,,,,,,,,,,
3350,,,,,,,,,,
3351,,,,,,,,,,
3352,,,,,,,,,,
3353,,,,,,,,,,
3354,,,,,,,,,,
3355,,,,,,,,,,
3356,,,,,,,,,,
3357,,,,,,,,,,
3358,,,,,,,,,,
3359,,,,,,,,,,
3360,,,,,,,,,,
3361,,,,,,,,,,
3362,,,,,,,,,,
3363,,,,,,,,,,
3364,,,,,,,,,,
3365,,,,,,,,,,
3366,,,,,,,,,,
3367,,,,,,,,,,
3368,,,,,,,,,,
3369,,,,,,,,,,
3370,,,,,,,,,,
3371,,,,,,,,,,
3372,,,,,,,,,,
3373,,,,,,,,,,
3374,,,,,,,,,,
3375,,,,,,,,,,
3376,,,,,,,,,,
3377,,,,,,,,,,
3378,,,,,,,,,,
3379,,,,,,,,,,
3380,,,,,,,,,,
3381,,,,,,,,,,
3382,,,,,,,,,,
3383,,,,,,,,,,
3384,,,,,,,,,,
3385,,,,,,,,,,
3386,,,,,,,,,,
3387,,,,,,,,,,
3388,,,,,,,,,,
3389,,,,,,,,,,
3390,,,,,,,,,,
3391,,,,,,,,,,
3392,,,,,,,,,,
3393,,,,,,,,,,
3394,,,,,,,,,,
3395,,,,,,,,,,
3396,,,,,,,,,,
3397,,,,,,,,,,
3398,,,,,,,,,,
3399,,,,,,,,,,
3400,,,,,,,,,,
3401,,,,,,,,,,
3402,,,,,,,,,,
3403,,,,,,,,,,
3404,,,,,,,,,,
3405,,,,,,,,,,
3406,,,,,,,,,,
3407,,,,,,,,,,
3408,,,,,,,,,,
3409,,,,,,,,,,
3410,,,,,,,,,,
3411,,,,,,,,,,
3412,,,,,,,,,,
3413,,,,,,,,,,
3414,,,,,,,,,,
3415,,,,,,,,,,
3416,,,,,,,,,,
3417,,,,,,,,,,
3418,,,,,,,,,,
3419,,,,,,,,,,
3420,,,,,,,,,,
3421,,,,,,,,,,
3422,,,,,,,,,,
3423,,,,,,,,,,
